route_id,service_id,trip_id,trip_headsign,shape_id,block_id
702,1720,2173242:549483:558876,Express - King's Crossing via Division,1584,558876
16,1701,2167154:549484:551942,St. Lawrence College,1759,551942
7B,1720,2173303:549486:558826,Bus Terminal,1384,558826
1,1701,2166887:549487:551993,St. Lawrence College,1769,551993
32,1712,2164364:549488:552070,St. Lawrence College,1773,552070
2,1701,2166633:549489:552016,Division Street,1784,552016
701,1720,2173195:549490:558901,Express - Cataraqui Centre via Downtown,1610,558901
16,1701,2167243:549491:551959,First Canada,1766,551959
N1,1720,2173311:549492:558876,Cataraqui Centre,1782,558876
802,1720,2173037:549493:558807,Express - Montreal Street Park & Ride,1312,558807
19,1707,2172795:549496:552066,Woodhaven,826,552066
501,1707,2172353:549497:552078,Express - Downtown via Princess St,1117,552078
6,1712,2164857:549498:552070,Saint Lawrence College,1761,552070
501,1707,2172686:549499:552066,Express - Cataraqui Centre via Front/Bayridge,1506,552066
1,1712,2164698:549500:552070,Montreal Street,1778,552070
6B,1720,2172740:549501:553133,B - Gardiners Centre,1419,553133
6,1701,2166918:549502:552034,Saint Lawrence College,1761,552034
22,1720,2172828:549503:558848,A - First Canada,1438,558848
6,1723,2164846:549504:553069,Saint Lawrence College,1761,553069
6,1724,2164846:549504:558902,Saint Lawrence College,1761,558902
6,1701,2166935:549505:558924,Saint Lawrence College,1761,558924
16B,1712,2169694:549506:552083,B - Kingston Centre,1760,552083
6B,1720,2172746:549507:553116,B - Gardiners Centre,1419,553116
2,1707,2172457:549508:552019,Train Station,1780,552019
2,1707,2173316:549509:552017,B - Bus Terminal,1567,552017
502,1707,2172689:549511:552066,Express - Downtown via Bayridge/Front,1516,552066
16,1701,2167165:549513:552096,St. Lawrence College,1759,552096
16,1720,2172787:549514:553175,St. Lawrence College,1759,553175
32,1707,2172488:549515:552015,St. Lawrence College,1773,552015
502,1707,2172605:549517:551985,Express - Downtown via Bayridge/Front,1516,551985
1,1723,2164681:549518:552035,Montreal Street,1778,552035
1,1724,2164681:549518:558811,Montreal Street,1778,558811
6,1701,2166927:549520:552034,Saint Lawrence College,1761,552034
31,1701,2166584:549521:551993,Providence Care Hospital,1763,551993
10,1707,2172960:549522:552106,Cataraqui Centre,1396,552106
501,1707,2172365:549526:552078,Express - Downtown via Princess St,1117,552078
1,1712,2164691:549528:553068,Montreal Street,1778,553068
701,1720,2173264:549530:558876,Express - Cataraqui Centre via Downtown,1610,558876
N1,1720,2173307:549531:558826,Bus Terminal,1768,558826
19,1707,2172792:549532:552066,Cataraqui Centre,1300,552066
7B,1720,2172917:549533:553085,Bus Terminal,1384,553085
501,1707,2172340:549534:552078,Express - Downtown via Princess St,1117,552078
16,1708,2168529:549535:558791,St. Lawrence College,1759,558791
6,1723,2164781:549536:553167,Saint Lawrence College,1761,553167
6,1724,2164781:549536:558942,Saint Lawrence College,1761,558942
7B,1720,2172909:549537:558779,Bus Terminal,1384,558779
801,1720,2173003:549538:558841,Express - Cataraqui Centre via Brock/Bath,1468,558841
22,1720,2172761:549539:553088,First Canada via MacCauley,1443,553088
4,1707,2173292:549540:551985,Cataraqui Centre via Princess St,1499,551985
1,1712,2164704:549541:552098,St. Lawrence College,1769,552098
12,1723,2165832:549542:553121,St. Lawrence College,1777,553121
12,1724,2165832:549542:558868,St. Lawrence College,1777,558868
6B,1720,2172739:549543:558917,B - Gardiners Centre,1419,558917
501,1707,2172339:549544:552078,Express - Cataraqui Centre via Front/Bayridge,1506,552078
1,1723,2164686:549545:552046,St. Lawrence College,1769,552046
1,1724,2164686:549545:558898,St. Lawrence College,1769,558898
11,1720,2172558:549546:558779,Cataraqui Centre,1719,558779
801,1720,2173041:549547:558941,Express - Cataraqui Centre via Brock/Bath,1468,558941
1,1723,2164726:549548:553121,St. Lawrence College,1769,553121
1,1724,2164726:549548:558868,St. Lawrence College,1769,558868
12,1712,2165822:549549:551968,St. Lawrence College,1777,551968
19,1707,2172608:549550:552033,Woodhaven,826,552033
16,1701,2167248:549551:551942,First Canada,1766,551942
1,1701,2166878:549552:552084,Montreal Street,1778,552084
2,1712,2164606:549553:551987,Train Station,1780,551987
702,1720,2173253:549557:558876,Express - King's Crossing via Division,1584,558876
4,1707,2172654:549561:552024,Downtown via Princess St,1169,552024
1,1708,2168261:549562:552056,Montreal Street,1778,552056
N1,1701,2167572:549563:558867,Cataraqui Centre,1782,558867
31,1708,2168228:549565:552056,Providence Care Hospital,1763,552056
2,1701,2166642:549566:552016,Train Station,1780,552016
501,1707,2172662:549567:552024,Express - Cataraqui Centre via Front/Bayridge,1506,552024
16,1723,2169746:549570:552101,A - First Canada,1788,552101
16,1724,2169746:549570:558818,A - First Canada,1788,558818
16,1723,2169768:549571:552035,A - St. Lawrence College,1792,552035
16,1724,2169768:549571:558811,A - St. Lawrence College,1792,558811
7,1720,2173378:549577:553116,Cataraqui Centre,1603,553116
2,1712,2164634:549578:551987,Division Street,1784,551987
16,1723,2169758:549579:553115,A - First Canada,1788,553115
16,1724,2169758:549579:558851,A - First Canada,1788,558851
2,1708,2168210:549580:551950,Train Station,1780,551950
2,1708,2168202:549581:551978,Train Station,1780,551978
2,1708,2168195:549582:551978,Division Street,1784,551978
6,1701,2167005:549583:552034,Cataraqui Centre,1797,552034
19,1707,2172576:549584:552066,Cataraqui Centre,1300,552066
19,1707,2172797:549585:552066,Cataraqui Centre,1300,552066
802,1720,2173053:549587:558941,Express - Montreal Street Park & Ride,1312,558941
7,1720,2172846:549588:553116,Grant Timmins/Dalton via John Counter Blvd,1385,553116
801,1720,2173067:549589:558941,Express - Cataraqui Centre via Brock/Bath,1468,558941
60,1707,2173617:549590:552103,King's Crossing North,1393,552103
7,1720,2172853:549591:558903,Cataraqui Centre,1418,558903
701,1720,2173257:549594:558876,Express - Cataraqui Centre via Brock/Bath,1377,558876
701,1720,2173144:549595:558826,Express - Cataraqui Centre via Brock/Bath,1377,558826
1,1723,2164674:549597:553159,Montreal Street,1778,553159
1,1724,2164674:549597:558861,Montreal Street,1778,558861
19,1707,2172624:549598:552033,Cataraqui Centre,1300,552033
16,1701,2167239:549604:552096,First Canada,1766,552096
16,1701,2167242:549605:552096,First Canada,1766,552096
2,1712,2164655:549606:551960,Division Street,1784,551960
N1,1720,2173310:549607:558826,Cataraqui Centre,1782,558826
4,1707,2172793:549608:551999,Cataraqui Centre via Princess St,1499,551999
19,1707,2172571:549609:552066,Woodhaven,826,552066
2,1707,2172455:549611:552019,Train Station,1780,552019
6,1701,2167004:549612:551939,Cataraqui Centre,1797,551939
16,1723,2169769:549613:552005,A - First Canada,1788,552005
16,1724,2169769:549613:558846,A - First Canada,1788,558846
32,1701,2166528:549614:552009,St. Lawrence College,1773,552009
32,1707,2172492:549615:552021,St. Lawrence College,1773,552021
12,1723,2165826:549616:552035,CFB Kingston,1791,552035
12,1724,2165826:549616:558811,CFB Kingston,1791,558811
6,1723,2164778:549617:553156,Saint Lawrence College,1761,553156
6,1724,2164778:549617:558940,Saint Lawrence College,1761,558940
6,1720,2172721:549618:553175,Cataraqui Centre,1721,553175
7,1720,2172841:549619:558936,Grant Timmins/Dalton via John Counter Blvd,1385,558936
16B,1712,2169699:549621:552083,B - Kingston Centre,1760,552083
16B,1712,2169681:549622:552083,B - Kingston Centre,1760,552083
11,1720,2173572:549623:558936,B - Kingston Centre,1635,558936
6,1701,2167003:549624:558924,Cataraqui Centre,1797,558924
1,1707,2172539:549625:552102,St. Lawrence College,1769,552102
32,1707,2172500:549626:552015,St. Lawrence College,1773,552015
31,1723,2164345:549627:553081,Providence Care Hospital,1763,553081
31,1724,2164345:549627:558767,Providence Care Hospital,1763,558767
6B,1720,2172741:549628:553179,B - Gardiners Centre,1419,553179
1,1707,2172520:549629:552102,Montreal Street,1778,552102
16,1712,2169763:549630:551998,A - St. Lawrence College,1792,551998
31,1708,2168225:549631:552056,Providence Care Hospital,1763,552056
6,1723,2164855:549632:552101,Saint Lawrence College,1761,552101
6,1724,2164855:549632:558818,Saint Lawrence College,1761,558818
701,1720,2173239:549633:558876,Express - Cataraqui Centre via Downtown,1610,558876
1,1701,2166894:549634:552084,St. Lawrence College,1769,552084
N1,1712,2165695:549635:552060,Cataraqui Centre,1782,552060
2,1712,2164614:549638:551987,Train Station,1780,551987
4,1707,2172656:549640:552024,Cataraqui Centre via Princess St,1499,552024
501,1707,2172588:549641:551985,Express - Cataraqui Centre via Front/Bayridge,1506,551985
31,1723,2164370:549643:553121,Providence Care Hospital,1763,553121
31,1724,2164370:549643:558868,Providence Care Hospital,1763,558868
2,1712,2164601:549644:552060,Train Station,1780,552060
502,1707,2172587:549645:551985,Express - Downtown via Bayridge/Front,1516,551985
16B,1712,2169659:549646:552083,B - St. Lawrence College,1795,552083
602,1707,2173077:549647:552103,Express - Innovation / Highway 15 via CFB,1576,552103
60,1707,2173627:549648:552103,CFB Kingston,1379,552103
2,1707,2172434:549649:551948,Train Station,1785,551948
502,1707,2172374:549652:552039,Express - Downtown via Bayridge/Front,1516,552039
1,1701,2166850:549654:552027,St. Lawrence College,1769,552027
N1,1712,2165694:549657:551945,Cataraqui Centre,1782,551945
6,1701,2166945:549658:558924,Cataraqui Centre,1781,558924
2,1708,2168163:549659:552100,Division Street,1784,552100
16,1720,2172769:549660:553088,St. Lawrence College,1759,553088
7,1720,2173380:549662:553134,Cataraqui Centre,1603,553134
2,1701,2166664:549664:551969,Train Station,1780,551969
16B,1712,2169668:549665:552083,B - St. Lawrence College,1795,552083
1,1708,2168268:549667:552085,Montreal Street,1778,552085
502,1707,2172413:549668:551979,Express - Cataraqui Centre via Princess,1501,551979
2,1707,2172432:549670:552017,Division Street,1784,552017
N1,1708,2169125:549671:558859,Bus Terminal,1768,558859
6,1701,2166934:549672:551939,Saint Lawrence College,1761,551939
502,1707,2172599:549673:551985,Express - Downtown via Bayridge/Front,1516,551985
1,1707,2172507:549677:552021,Montreal Street,1778,552021
1,1708,2168286:549678:552056,St. Lawrence College,1769,552056
802,1720,2173018:549679:558941,Express - Montreal Street Park & Ride,1312,558941
16,1701,2167176:549680:552096,St. Lawrence College,1759,552096
14,1720,2173357:549681:558807,Cataraqui North,1390,558807
2,1712,2164627:549683:551960,Train Station,1780,551960
16,1701,2167231:549684:552096,First Canada,1766,552096
31,1712,2164339:549685:551998,Providence Care Hospital,1763,551998
31,1723,2164337:549686:553102,Providence Care Hospital,1763,553102
31,1724,2164337:549686:558866,Providence Care Hospital,1763,558866
7,1720,2172839:549687:558838,Grant Timmins/Dalton via John Counter Blvd,1385,558838
4,1707,2172579:549688:552066,Downtown via Princess St,1169,552066
502,1707,2172398:549689:552039,Express - Downtown via Bayridge/Front,1516,552039
1,1701,2166876:549690:552084,St. Lawrence College,1769,552084
2,1708,2168196:549691:551978,Division Street,1784,551978
1,1707,2172518:549692:552015,Montreal Street,1778,552015
7B,1707,2172872:549694:552003,Bus Terminal,1417,552003
1,1712,2164682:549695:551998,Montreal Street,1778,551998
22,1720,2172719:549696:553116,Innovation / Highway 15,1727,553116
2,1712,2164616:549697:551973,Train Station,1780,551973
7B,1720,2172912:549698:558917,Bus Terminal,1384,558917
501,1707,2172357:549699:552078,Express - Cataraqui Centre via Front/Bayridge,1506,552078
2,1707,2172456:549701:552019,Train Station,1780,552019
19,1707,2172650:549703:551999,Woodhaven,826,551999
501,1707,2172324:549704:552063,Express - Downtown via Princess St,1117,552063
7,1720,2172945:549705:553172,Cataraqui Centre,1394,553172
16,1712,2165346:549706:551965,St. Lawrence College,1771,551965
16,1720,2173059:549707:558936,First Canada,1794,558936
701,1720,2173007:549708:558841,Express - Cataraqui Centre via Brock/Bath,1377,558841
19,1707,2172804:549709:552003,Cataraqui Centre,952,552003
701,1720,2173152:549710:558823,Express - Cataraqui Centre via Brock/Bath,1377,558823
31,1707,2172486:549711:552021,Providence Care Hospital,1763,552021
60,1707,2173667:549713:552087,CFB Kingston,1751,552087
32,1701,2166587:549714:551993,St. Lawrence College,1773,551993
6,1712,2164858:549715:552048,Saint Lawrence College,1761,552048
1,1707,2172524:549716:552102,St. Lawrence College,1769,552102
1,1723,2164710:549717:552035,St. Lawrence College,1769,552035
1,1724,2164710:549717:558811,St. Lawrence College,1769,558811
701,1720,2173161:549719:558823,Express - Cataraqui Centre via Downtown,1610,558823
12,1712,2165723:549720:553068,St. Lawrence College,1762,553068
32,1701,2166556:549721:551980,St. Lawrence College,1774,551980
7B,1720,2172949:549723:553172,Bus Terminal,1417,553172
16,1723,2169772:549724:552061,A - St. Lawrence College,1792,552061
16,1724,2169772:549724:558862,A - St. Lawrence College,1792,558862
16,1712,2169780:549725:553068,A - St. Lawrence College,1792,553068
501,1707,2172352:549726:552078,Express - Downtown via Princess St,1117,552078
1,1701,2166846:549727:552009,St. Lawrence College,1769,552009
2,1701,2166648:549729:552110,Train Station,1780,552110
2,1707,2172444:549730:551948,Division Street,1784,551948
801,1720,2172991:549731:558807,Express - Cataraqui Centre via Brock/Bath,1468,558807
1,1707,2172516:549732:552021,Montreal Street,1778,552021
16B,1712,2169691:549735:552083,B - Kingston Centre,1760,552083
1,1723,2164711:549737:552101,St. Lawrence College,1769,552101
1,1724,2164711:549737:558818,St. Lawrence College,1769,558818
1,1708,2168260:549738:552040,Montreal Street,1778,552040
801,1720,2173044:549739:558941,Express - Cataraqui Centre via Brock/Bath,1468,558941
32,1712,2164347:549740:553068,St. Lawrence College,1773,553068
60,1707,2173691:549741:552087,King's Crossing North,1393,552087
701,1720,2173270:549742:558876,Express - Cataraqui Centre via Brock/Bath,1377,558876
22,1720,2172856:549743:558848,A - Innovation / Highway 15,1725,558848
4,1707,2172671:549744:552024,Downtown via Princess St,1169,552024
702,1720,2173145:549745:558823,Express - King's Crossing via Division,1584,558823
32,1708,2168249:549746:552056,St. Lawrence College,1773,552056
2,1707,2172435:549747:551948,Train Station,1780,551948
502,1707,2172310:549748:551979,Express - Cataraqui Centre via Princess,1501,551979
702,1720,2173174:549749:558823,Express - King's Crossing via Division,1584,558823
1,1712,2164713:549750:552037,St. Lawrence College,1769,552037
11,1720,2172563:549752:553179,Cataraqui Centre,1719,553179
2,1701,2166639:549753:552016,Train Station,1780,552016
6,1723,2164802:549754:553167,Cataraqui Centre,1781,553167
6,1724,2164802:549754:558942,Cataraqui Centre,1781,558942
6,1701,2166923:549755:558924,Saint Lawrence College,1761,558924
2,1707,2172461:549756:552019,Train Station,1780,552019
16,1720,2172790:549757:553179,St. Lawrence College,1759,553179
2,1707,2172441:549758:551948,Division Street,1784,551948
10,1707,2172969:549759:552106,Amherstview,1362,552106
2,1712,2164642:549760:551987,Division Street,1784,551987
2,1712,2164638:549761:551987,Division Street,1784,551987
N1,1723,2165692:549764:553146,Cataraqui Centre,1782,553146
N1,1724,2165692:549764:558820,Cataraqui Centre,1782,558820
7,1707,2172941:549765:552003,Cataraqui Centre,1394,552003
2,1701,2166615:549767:551988,Train Station,1780,551988
32,1723,2164332:549769:552046,St. Lawrence College,1773,552046
32,1724,2164332:549769:558898,St. Lawrence College,1773,558898
4,1707,2172634:549770:551999,Downtown via Princess St,1169,551999
601,1707,2173109:549772:552087,Express - Queen's/KGH via CFB Kingston,1358,552087
2,1712,2164661:549773:552060,Division Street,1784,552060
502,1707,2172647:549774:551999,Express - Downtown via Bayridge/Front,1516,551999
7,1720,2173385:549775:558937,Cataraqui Centre,1603,558937
16,1701,2167532:549776:552096,St. Lawrence College,1759,552096
2,1708,2168205:549777:551978,Train Station,1780,551978
702,1720,2173255:549780:558876,Express - King's Crossing via Division,1584,558876
6,1701,2167007:549781:551939,Cataraqui Centre,1797,551939
19,1707,2172585:549782:551985,Cataraqui Centre,1300,551985
2,1708,2169822:549783:552041,B - Bus Terminal,1789,552041
60,1707,2173673:549784:552087,CFB Kingston,1379,552087
501,1707,2172350:549785:552078,Express - Downtown via Princess St,1117,552078
501,1707,2172328:549786:552063,Express - Downtown via Princess St,1117,552063
2,1712,2164605:549787:552060,Train Station,1780,552060
2,1707,2172468:549788:552019,Division Street,1784,552019
502,1707,2172390:549791:552039,Express - Downtown via Bayridge/Front,1516,552039
16,1701,2167168:549793:552096,St. Lawrence College,1759,552096
701,1720,2173158:549794:558823,Express - Cataraqui Centre via Brock/Bath,1377,558823
2B,1723,2164311:549797:553102,B - Bus Terminal,1798,553102
2B,1724,2164311:549797:558866,B - Bus Terminal,1798,558866
1,1701,2166873:549798:552084,St. Lawrence College,1769,552084
502,1707,2172688:549799:552066,Express - Downtown via Bayridge/Front,1516,552066
4,1707,2172626:549800:552033,Cataraqui Centre via Princess St,1499,552033
6B,1720,2172736:549801:558779,B - Gardiners Centre,1419,558779
60,1707,2173624:549803:552103,CFB Kingston,1379,552103
6,1712,2164786:549804:553072,Cataraqui Centre,1781,553072
16,1701,2167536:549805:551959,St. Lawrence College,1759,551959
6,1720,2172723:549807:553133,Cataraqui Centre,1721,553133
702,1720,2173225:549808:558901,Express - King's Crossing via Division,1584,558901
6,1701,2166998:549810:551939,Cataraqui Centre,1797,551939
2,1712,2164630:549811:551987,Division Street,1784,551987
1,1707,2172525:549812:552015,St. Lawrence College,1769,552015
2,1712,2164643:549813:551960,Division Street,1784,551960
16,1723,2169779:549815:553066,A - St. Lawrence College,1792,553066
16,1724,2169779:549815:558915,A - St. Lawrence College,1792,558915
16,1720,2172771:549816:553134,First Canada,1794,553134
2,1707,2172464:549817:552019,Division Street,1784,552019
701,1720,2173222:549819:558901,Express - Cataraqui Centre via Downtown,1610,558901
16,1701,2167251:549820:552096,First Canada,1766,552096
16,1712,2169799:549824:552088,A - First Canada,1788,552088
32,1723,2164334:549825:552111,St. Lawrence College,1773,552111
32,1724,2164334:549825:558768,St. Lawrence College,1773,558768
6,1723,2164852:549828:552109,Saint Lawrence College,1761,552109
6,1724,2164852:549828:558885,Saint Lawrence College,1761,558885
702,1720,2173236:549829:558876,Express - King's Crossing via Division,1584,558876
32,1707,2172495:549830:552021,St. Lawrence College,1773,552021
32,1723,2164341:549831:553102,St. Lawrence College,1773,553102
32,1724,2164341:549831:558866,St. Lawrence College,1773,558866
4,1707,2172623:549832:552033,Downtown via Princess St,1169,552033
1,1712,2164687:549833:553068,St. Lawrence College,1769,553068
22,1720,2172720:549834:558937,Innovation / Highway 15,1727,558937
4,1707,2172607:549836:552033,Cataraqui Centre via Princess St,1499,552033
13,1720,2173063:549837:558937,Cataraqui North,1441,558937
6,1701,2166995:549838:551939,Cataraqui Centre,1797,551939
22,1707,2172824:549839:552003,A - First Canada,1438,552003
2,1707,2172427:549840:552017,Train Station,1780,552017
701,1720,2173258:549841:558876,Express - Cataraqui Centre via Brock/Bath,1377,558876
702,1720,2173247:549843:558876,Express - King's Crossing via Division,1584,558876
13,1720,2173358:549845:558826,Cataraqui North,1441,558826
1,1723,2164732:549846:552026,St. Lawrence College,1769,552026
1,1724,2164732:549846:558785,St. Lawrence College,1769,558785
2,1701,2166609:549847:551988,Division Street,1796,551988
31,1723,2164313:549848:553159,Providence Care Hospital,1763,553159
31,1724,2164313:549848:558861,Providence Care Hospital,1763,558861
1,1707,2172515:549849:552015,Montreal Street,1778,552015
16,1701,2167233:549850:552096,First Canada,1766,552096
1,1701,2166859:549851:551980,St. Lawrence College,1769,551980
1,1707,2172521:549852:552015,Montreal Street,1778,552015
12,1723,2165743:549855:553069,B - Downtown,1783,553069
12,1724,2165743:549855:558902,B - Downtown,1783,558902
6,1723,2164794:549859:552001,Saint Lawrence College,1761,552001
6,1724,2164794:549859:558771,Saint Lawrence College,1761,558771
31,1701,2166550:549862:551980,Providence Care Hospital,1763,551980
14,1720,2172864:549863:558936,Cataraqui North,1390,558936
60,1707,2173596:549865:552103,King's Crossing North,1393,552103
501,1707,2172644:549868:551999,Express - Cataraqui Centre via Front/Bayridge,1506,551999
6,1720,2172692:549869:553088,Cataraqui Centre,1721,553088
701,1720,2173012:549870:558807,Express - Cataraqui Centre via Brock/Bath,1377,558807
2,1708,2168161:549871:552100,Division Street,1784,552100
14,1720,2172860:549873:553172,Cataraqui North,1390,553172
802,1720,2172986:549874:558841,Express - Montreal Street Park & Ride,1312,558841
16,1723,2165844:549875:552001,St. Lawrence College,1771,552001
16,1724,2165844:549875:558771,St. Lawrence College,1771,558771
502,1720,2172407:549876:558926,Express - Downtown via Bayridge/Front,1516,558926
12,1723,2165735:549877:553081,B - Downtown,1783,553081
12,1724,2165735:549877:558767,B - Downtown,1783,558767
2,1707,2172466:549878:552019,Division Street,1784,552019
702,1720,2173202:549880:558901,Express - King's Crossing via Division,1584,558901
32,1723,2164350:549881:552046,St. Lawrence College,1773,552046
32,1724,2164350:549881:558898,St. Lawrence College,1773,558898
6,1701,2167001:549883:551939,Cataraqui Centre,1797,551939
N1,1723,2165701:549889:553146,Cataraqui Centre,1782,553146
N1,1724,2165701:549889:558820,Cataraqui Centre,1782,558820
60,1707,2173671:549891:552087,CFB Kingston,1379,552087
1,1723,2164683:549893:552061,St. Lawrence College,1769,552061
1,1724,2164683:549893:558862,St. Lawrence College,1769,558862
2,1707,2172445:549895:552019,Division Street,1784,552019
22,1720,2172754:549896:558799,First Canada via MacCauley,1443,558799
16,1707,2172780:549898:552053,St. Lawrence College,1759,552053
701,1720,2173206:549900:558901,Express - Cataraqui Centre via Downtown,1610,558901
701,1720,2173207:549901:558901,Express - Cataraqui Centre via Downtown,1610,558901
2,1701,2167607:549903:551969,B - Bus Terminal,1764,551969
16,1708,2168533:549905:552028,St. Lawrence College,1759,552028
16,1723,2169757:549906:553121,A - First Canada,1788,553121
16,1724,2169757:549906:558868,A - First Canada,1788,558868
4,1707,2172639:549907:551999,Downtown via Princess St,1169,551999
16,1720,2172785:549908:558848,First Canada,1794,558848
1,1707,2172523:549909:552021,St. Lawrence College,1769,552021
2,1707,2172458:549910:552019,Train Station,1780,552019
701,1720,2173268:549911:558876,Express - Cataraqui Centre via Brock/Bath,1377,558876
6,1712,2164845:549912:551998,Saint Lawrence College,1761,551998
N1,1701,2167569:549913:558867,Bus Terminal,1768,558867
2,1708,2168168:549915:552100,Train Station,1780,552100
6,1723,2164797:549916:553121,Cataraqui Centre,1781,553121
6,1724,2164797:549916:558868,Cataraqui Centre,1781,558868
16,1720,2172783:549917:553085,First Canada,1794,553085
1,1708,2168269:549918:552040,Montreal Street,1778,552040
31,1701,2166562:549921:552007,Providence Care Hospital,1763,552007
19,1707,2172878:549924:552066,Cataraqui Centre,952,552066
7,1720,2172855:549925:558799,Cataraqui Centre,1418,558799
2,1701,2166671:549926:551969,Division Street,1784,551969
2,1701,2166640:549927:552016,Train Station,1780,552016
2,1708,2168197:549929:551978,Division Street,1784,551978
16,1708,2168840:549930:558833,First Canada,1794,558833
N1,1701,2167571:549932:558883,Cataraqui Centre,1782,558883
502,1707,2172309:549933:551979,Express - Downtown via Bayridge/Front,1516,551979
2,1707,2172424:549934:552017,Train Station,1780,552017
6,1723,2164771:549936:553156,Cataraqui Centre,1781,553156
6,1724,2164771:549936:558940,Cataraqui Centre,1781,558940
7,1720,2172847:549937:553172,Cataraqui Centre,1418,553172
2,1701,2166652:549938:552110,Division Street,1784,552110
701,1720,2173260:549939:558876,Express - Cataraqui Centre via Downtown,1610,558876
501,1707,2172338:549940:552078,Express - Cataraqui Centre via Front/Bayridge,1506,552078
16B,1712,2169670:549941:552083,B - St. Lawrence College,1795,552083
6,1712,2164780:549942:551977,Cataraqui Centre,1781,551977
16B,1712,2169663:549943:552083,B - St. Lawrence College,1795,552083
2,1712,2164604:549944:551973,Train Station,1780,551973
19,1707,2172669:549945:552024,Cataraqui Centre,1300,552024
31,1701,2166525:549946:552009,Providence Care Hospital,1763,552009
16,1701,2167175:549950:551942,St. Lawrence College,1759,551942
32,1708,2168242:549951:552040,St. Lawrence College,1773,552040
2,1701,2166631:549952:552016,Division Street,1784,552016
1,1723,2164675:549954:553159,St. Lawrence College,1769,553159
1,1724,2164675:549954:558861,St. Lawrence College,1769,558861
10,1707,2172973:549957:552106,Amherstview,1362,552106
60,1707,2173626:549959:552103,CFB Kingston,1379,552103
2,1712,2164618:549960:551987,Train Station,1780,551987
31,1707,2172482:549962:552015,Providence Care Hospital,1763,552015
1,1701,2166899:549963:552009,Montreal Street,1778,552009
16,1720,2172768:549964:558838,St. Lawrence College,1759,558838
7,1720,2173389:549965:558838,Cataraqui Centre,1603,558838
1,1701,2166885:549966:551993,St. Lawrence College,1769,551993
701,1720,2173172:549967:558823,Express - Cataraqui Centre via Brock/Bath,1377,558823
4,1707,2172580:549968:552066,Downtown via Princess St,1169,552066
1,1701,2166909:549969:552027,Montreal Street,1778,552027
2,1707,2172440:549970:551948,Division Street,1784,551948
32,1712,2164335:549971:552048,St. Lawrence College,1773,552048
702,1720,2173154:549973:558823,Express - King's Crossing via Division,1584,558823
502,1707,2172402:549974:552039,Express - Downtown via Bayridge/Front,1516,552039
2,1707,2172430:549975:552017,Division Street,1784,552017
701,1720,2173218:549976:558901,Express - Cataraqui Centre via Brock/Bath,1377,558901
31,1723,2164325:549977:552046,Providence Care Hospital,1763,552046
31,1724,2164325:549977:558898,Providence Care Hospital,1763,558898
1,1701,2166867:549978:552007,St. Lawrence College,1769,552007
7,1720,2172834:549979:553096,Grant Timmins/Dalton via John Counter Blvd,1385,553096
802,1720,2172987:549981:558807,Express - Montreal Street Park & Ride,1312,558807
1,1701,2166897:549983:552027,St. Lawrence College,1769,552027
16,1701,2167155:549984:552096,St. Lawrence College,1759,552096
6,1720,2172718:549986:553116,Cataraqui Centre,1721,553116
12,1723,2165724:549987:553137,St. Lawrence College,1762,553137
12,1724,2165724:549987:558921,St. Lawrence College,1762,558921
32,1707,2172493:549989:552102,St. Lawrence College,1773,552102
6,1712,2164779:549990:551998,Cataraqui Centre,1781,551998
19,1707,2172642:549991:551999,Woodhaven,826,551999
2,1707,2172433:549992:552017,Division Street,1784,552017
701,1720,2173143:549993:558823,Express - Cataraqui Centre via Brock/Bath,1377,558823
6,1723,2164801:549996:552046,Saint Lawrence College,1761,552046
6,1724,2164801:549996:558898,Saint Lawrence College,1761,558898
2,1707,2172437:549997:551948,Train Station,1780,551948
501,1707,2172343:549998:552078,Express - Cataraqui Centre via Front/Bayridge,1506,552078
16,1701,2167237:550000:551942,First Canada,1766,551942
12,1723,2165831:550001:552061,CFB Kingston,1791,552061
12,1724,2165831:550001:558862,CFB Kingston,1791,558862
2,1708,2168212:550006:551950,Train Station,1780,551950
31,1707,2172484:550007:552102,Providence Care Hospital,1763,552102
31,1708,2168226:550008:552085,Providence Care Hospital,1763,552085
32,1707,2172502:550009:552102,St. Lawrence College,1773,552102
32,1708,2168256:550010:552085,St. Lawrence College,1773,552085
2,1701,2166611:550012:551988,Train Station,1780,551988
31,1707,2172475:550014:552102,Providence Care Hospital,1763,552102
31,1712,2164360:550015:552070,Providence Care Hospital,1763,552070
1,1708,2168279:550016:552040,St. Lawrence College,1769,552040
N1,1708,2169130:550017:558793,Cataraqui Centre,1782,558793
6,1720,2172750:550018:553172,Cataraqui Centre,1721,553172
701,1720,2173259:550019:558876,Express - Cataraqui Centre via Downtown,1610,558876
16,1723,2169750:550022:553069,A - First Canada,1788,553069
16,1724,2169750:550022:558902,A - First Canada,1788,558902
701,1720,2173176:550023:558823,Express - Cataraqui Centre via Downtown,1610,558823
16,1701,2167164:550024:551942,St. Lawrence College,1759,551942
2,1701,2166645:550026:552110,Train Station,1780,552110
1,1701,2166844:550027:552009,St. Lawrence College,1769,552009
12,1723,2165729:550028:553081,St. Lawrence College,1762,553081
12,1724,2165729:550028:558767,St. Lawrence College,1762,558767
6,1701,2166949:550029:551939,Cataraqui Centre,1781,551939
16,1723,2169794:550030:553137,A - First Canada,1788,553137
16,1724,2169794:550030:558921,A - First Canada,1788,558921
